id,canonical_name,synonyms
mpap-loaded_dendritic_cell_vaccine,mPAP-loaded dendritic cell vaccine,"['Mouse prostatic acid phosphatase-loaded dendritic cells', 'mPAP-loaded DCs', 'mPAP-loaded dendritic cell vaccine']"
nelfinavir,Nelfinavir,"['Viracept', 'Nelfinavir Mesylate', 'Nelfinavir']"
p2et,P2Et,['P2Et']
ttrna-dcs,TTRNA-DCs,"['total tumor RNA dendritic cells', 'TTRNA-DCs']"
shr-a1403,SHR-a1403,"['HTI 1066', 'HTI-1066', 'SHR-a1403']"
azd4877,AZD4877,"['KIF11 kinesin spindle protein inhibitor AZD4877', 'C568512', 'AZD 4877', 'AZD-4877', 'AZD4877']"
pramlintide,Pramlintide,"['Symlin', 'Pramlintide acetate', 'Pramlintide']"
vcn-01,VCN-01,"['PH20 hyaluronidase-expressing adenovirus VCN-01', 'HSPG biding site in fibef modified to RGD', 'genetically modified adenovirus-encoding human PH20 hyaluronidase VCN-01', 'VCN-01']"
sea-cd40,SEA-CD40,['SEA-CD40']
rly-1971,RLY-1971,['RLY-1971']
car-t-colon-_anti-cd19-comma-_star-t_cell,"CAR-T: anti-CD19, STAR-T cell","['CD19-STAR-T cells', 'CAR-T: anti-CD19, STAR-T cell']"
pegylated_liposomal_mitoxantrone_hydrochloride,Pegylated liposomal mitoxantrone hydrochloride,"['PLM60', 'Pegylated liposomal mitoxantrone hydrochloride']"
avx701,AVX701,"['VRP-CEA vaccine - AlphaVax', 'VRP-CEA(6D)', 'Carcinoembryonic antigen [CEA(6D)]-expressing virus-like replicon particle (VRP) immunotherapy - AlphaVax', 'Cancer vaccine VRP-CEA - AlphaVax', 'CEA(6D) VRP vaccine - AlphaVax', 'AVX701']"
ibi110,IBI110,['IBI110']
gsc--u-8209--pulsed_dendritic_cell_vaccine,GSC‑pulsed dendritic cell vaccine,"['Glioma stem cell vaccine', 'GSC‑DCV', 'GSC‑pulsed DC', 'GSC‑pulsed dendritic cell vaccine']"
allo-647,ALLO-647,"['ALLO647', 'ALLO 647', 'ALLO-647']"
anti-kras_g12d_mtcr_pbl,Anti-KRAS G12D mTCR PBL,['Anti-KRAS G12D mTCR PBL']
pen-221,PEN-221,"['PEN 221', 'SSTR2PEN-221', 'PEN221', 'BTP-277', 'PEN-221']"
nimotuzumab,Nimotuzumab,"['DE-766', 'KI-0501', 'KI-0502', 'TheraCim hR3', 'Anti-EGFR mAb hR3', 'h-R3', 'OSAG101', 'C501466', 'Taixinsheng', 'TheraCIM', 'CIMAher', 'Thera-CIM-hr3', 'Theraloc', 'BIOMAb EGFR', 'Nimotuzumab']"
gd2-dot-bb--u-950--_car,"CAR-T: Anti-GD2, II generation (CD3zeta_4-1BB)","['GD2/CAR', 'Anti-GD2/4-1BB chimeric antigen receptor T cell therapy', 'GD2.BBζ CAR', 'GD2.BBzeta CAR', 'CAR-T: Anti-GD2, II generation (CD3zeta_4-1BB)']"
xmab22841,XmAb22841,"['XmAb®22841', 'XmAb-22841', 'XmAb 22841', 'XmAb22841']"
lamivudine,Lamivudine,"['3TC', 'LAM', 'Epivir', 'Lamivudine']"
rbx7455,RBX7455,['RBX7455']
okt10-b10,OKT10-B10,['OKT10-B10']
personalized_mature_dendritic_cell_vaccine,Personalized mature dendritic cell vaccine,"['neoantigen-loaded autologous dendritic cell vaccine', 'Personalized mature dendritic cell vaccine']"
npk76-ii-72-1,NPK76-II-72-1,['NPK76-II-72-1']
descartes_11,Descartes 11,"['Descartes-11', 'Descartes-011', 'Descartes11', 'Descartes 11']"
tac01-cd19,TAC01-CD19,['TAC01-CD19']
ly2334737,LY2334737,['LY2334737']
cc-92480,CC-92480,"['cereblon', 'CC 92480', 'CELMoD CC-92480', 'CC-92480']"
tas-121,TAS-121,['TAS-121']
icotinib,Icotinib,"['Icotinib hydrochloride', 'Conmana', 'BPI-2009', 'Icotinib']"
ocaratuzumab,Ocaratuzumab,"['AME-133v', 'LY 2469298', 'LY2469298', 'Ocaratuzumab']"
zalutumumab,Zalutumumab,['Zalutumumab']
adu-s100,ADU-S100,"['MIW 815', 'ADU-S100']"
hg-5-88-01,HG-5-88-01,['HG-5-88-01']
omt-111,OMT-111,['OMT-111']
poziotinib,Poziotinib,"['pan-HER kinase inhibitor HM781-36B', 'HM781-36B', 'NOV120101', 'Poziotinib']"
trp-2,TRP-2,"['recombinant tyrosinase-related protein-2', 'Tyrosinase-Related Protein-2', 'TRP-2']"
p40-slash-ela_vaccine,P40/ELA vaccine,['P40/ELA vaccine']
carfilzomib,Carfilzomib,"['Kyprolis', 'Carfilzomib']"
atamestane,Atamestane,"['Metandroden', 'SH-489', 'Atamestane']"
xmab24306,XmAb24306,"['XmAb-24306', 'XmAb 24306', 'XmAb24306']"
ima901,IMA901,"['Renal cell carcinoma peptides vaccine IMA901', 'IMA901']"
altretamine,Altretamine,"['Hemel', 'Hexinawas', 'hexamethylmelamine', 'Hexastat', 'Hexalen', 'Altretamine']"
whi-p97,WHI-P97,"['AC1L1GQE', 'KIN001-055', 'WHI-P97']"
ilodecakin,Ilodecakin,"['Pegilodecakin', 'PEG-ilodecakin', 'PEG-rHuIL-10', 'Prevascar', 'PEGylated Human IL-10', 'LY-3500518', 'interleukin-10', 'IL-10', 'Pegylated recombinant human interleukin-10', 'recombinant IL-10', 'AM0010', 'Recombinant interleukin 10', 'PEGylated Interleukin-10', 'Ilodecakin']"
abbv-011,ABBV-011,"['SC011', 'SC 011', 'SC-011', 'ABBV011', 'ABBV 011', 'ABBV-011']"
m7824,M7824,"['MSB0011359C', 'bintrafusp alfa', 'M-7824', 'Bifunctional fusion protein of anti-PD-L1 antibody fused to TGF-β II receptor soluble extracellular domain MSB 0011359C', 'M7824']"
bifidobacterium,Bifidobacterium,['Bifidobacterium']
kin001-102,KIN001-102,['KIN001-102']
alvac_minimage-1-slash-3,ALVAC miniMAGE-1/3,['ALVAC miniMAGE-1/3']
tw_37,TW 37,['TW 37']
gx301_vaccine,GX301 vaccine,"['hTERT multipeptide/Montanide ISA-51 VG/imiquimod GX 301', 'GX301 vaccine']"
sb_216763,SB 216763,['SB 216763']
mart-1_-lpar-26-35-comma-_27l-rpar-_peptide_vaccine,"MART-1 (26-35, 27L) peptide vaccine","['MART-1:26-35(27L) peptide vaccine', 'MART-1 (26-35, 27L) peptide vaccine']"
iacs-010759,IACS-010759,"['OXPHOS inhibitor IACS-010759', 'IACS-010759']"
autologous_et1402l1-cart_cells,Autologous ET1402L1-CART cells,"['ET1402L1-ARTEMIS™ T cells', 'Autologous ET1402L1-CART cells']"
pd-l1_peptide_vaccine,PD-L1 peptide vaccine,['PD-L1 peptide vaccine']
ny-eso-1_protein-slash-cpg_7909,NY-ESO-1 protein/CpG 7909,"['Recombinant NY-ESO-1 protein combined with CpG 7909 adjuvant', 'NY-ESO-1 protein/CpG 7909']"
et190l1_artemis--u-8482--_t_cells,ET190L1 ARTEMIS™ T cells,['ET190L1 ARTEMIS™ T cells']
crenolanib,Crenolanib,"['Crenolanib besylate', 'Crenolanib']"
canagliflozin,Canagliflozin,['Canagliflozin']
pidilizumab,Pidilizumab,"['MDV9300', 'CT-011', 'Pidilizumab']"
cergutuzumab_amunaleukin,Cergutuzumab Amunaleukin,['Cergutuzumab Amunaleukin']
tq-b211,TQ-B211,['TQ-B211']
vnlg-slash-124,VNLG/124,['VNLG/124']
ascrinvacumab,Ascrinvacumab,"['PF-03446962', 'Ascrinvacumab']"
apalutamide,Apalutamide,"['androgen receptor antagonist ARN-509', 'AR antagonist ARN-509', 'JNJ 56021927', 'ARN-509', 'JNJ-56021927', 'Apalutamide']"
tamibarotene,Tamibarotene,"['Amnoid', 'SY-1425', 'retinobenzoic acid', 'Am-80', 'AMNOLAKE', 'Tamibarotene']"
advince,AdVince,"['Ad5(CgA-E1A-miR122)', 'Ad(CgA-E1A-miR122)', 'AdVince']"
zn-ddc,Zn-DDC,"['Diethylcarbamodithioic Acid', 'DDTC', 'diethyldithione', 'DTC', 'diethyldithiocarbamic acid', 'Imuthiol', 'Diethyldione', 'diethyldithiocarbaminic acid', 'DIECA', 'Zn-DDC']"
irx-2,IRX-2,"['IRX 2', 'IRX-2']"
filgrastim,Filgrastim,"['Filgrastim-aafi', 'Ratiograstim', 'Zarxio', 'Nivestim', 'Neupogen', 'Zarzio', 'NIVESTYM', 'Filgrastim']"
loxo-305,Loxo-305,"['LOXO 305', 'LOXO305', 'Loxo-305']"
pamiparib,Pamiparib,"['BGB-290', 'Pamiparib']"
bisantrene,Bisantrene,"['CL 216942', 'Zantrene', 'bisantrene HCL', 'CL-216942', 'bisantrene dihydrochloride', 'Bisantrene']"
id-klh_conjugate_vaccine,Id-KLH conjugate vaccine,"['GTOP-99', 'recombinant Id-KLH', 'CD3/CD28 activated autologous lymphocytes', 'autologous immunoglobulin idiotype-keyhole limpet hemocyanin conjugate vaccine', 'Id-KLH', 'Id-KLH conjugate vaccine']"
mdx-1379,MDX-1379,['MDX-1379']
gnos-pv02,GNOS-PV02,['GNOS-PV02']
mor209-slash-es414,MOR209/ES414,"['APVO414', 'ES414', 'MOR209', 'MOR209/ES414']"
fludarabine,Fludarabine,"['Fludarabine Phosphate', 'Fludara', 'Fludarabine']"
apg-2575,APG-2575,"['APG2575', 'APG 2575', 'APG-2575']"
ecromeximab,Ecromeximab,"['KW-2871', 'Ecromeximab']"
alendronic_acid,Alendronic Acid,"['MK-217', 'Alendronic Acid Monosodium Salt Trihydrate', 'Alendros', 'Alendronate', 'Adronat', 'Binosto', 'Onclast', 'Fosamax', 'G-704650', 'Alendronic Acid']"
avid200,AVID200,"['AVID 200', 'AVID-200', 'AVID200']"
imsa101,IMSA101,['IMSA101']
toremifene,Toremifene,"['Fareston', 'Farestone', 'Toremifene']"
rogaratinib_,Rogaratinib,"['BAY-1163877', 'Rogaratinib']"
sgn-b6a,SGN-B6A,['SGN-B6A']
imipenem,Imipenem,"['MK-0787', 'Imipenem']"
fingolimod,Fingolimod,"['FTY720', 'Fingolimod']"
saf-189s,SAF-189s,['SAF-189s']
pbf-999,PBF-999,"['PBF 999', 'PBF999', 'PBF-999']"
luminespib,Luminespib,"['Hsp90 inhibitor AUY922', 'Luminespib']"
incb099280,INCB099280,['INCB099280']
cearnavac,CEARNAVAC,"['carcinoembryonic antigen RNA-pulsed DC cancer vaccine', 'CEA RNA-pulsed DC cancer vaccine', 'CEA RNA-pulsed dendritic cell cancer vaccine', 'carcinoembryonic antigen RNA-pulsed dendritic cell cancer vaccine', 'CEARNAVAC']"
sar408701,SAR408701,['SAR408701']
opa-dc,OPA-DC,"['CEA peptide-loaded DC quickly generated with a combination of picibanil, prostanoid, and INFa', 'OPA-DC']"
navoximod,Navoximod,"['NLG919', 'GDC-0919', 'Navoximod']"
gemcitabine_elaidate,Gemcitabine elaidate,"['CP-4126', ""Gemcitabine-5'-elaidate"", 'CO-1.01', 'Gemcitabine elaidate']"
incb53914,INCB53914,"['INCB053914', 'INCB 053914', 'INCB53914']"
etbx-061,ETBX-061,"['ETBX 061', 'adenoviral MUC1 vaccine ETBX-061', 'ETBX-061']"
clarithromycin,Clarithromycin,"['Klacid', 'D017291', 'A-56268', 'Biaxin', 'D00276', 'TE-031', 'Clarithromycin lactobionate', 'Klaricid XL', 'Abbott-56268', 'Clarithromycin']"
uracil,Uracil,"['Uracil ointment', 'Uracil']"
imgn388,IMGN388,"['anti-integrin monoclonal antibody-DM4 immunoconjugate IMGN388', 'IMGN 388', 'CNTO 95-DM4', 'CNTO 365', 'integrin-targeted immunoconjugate IMGN388', 'IMGN-388', 'IMGN388']"
wt1-slash-_cea-slash-_mage-1-slash-_her-2_pulsed_dcs,WT1/ CEA/ MAGE-1/ HER-2 pulsed DCs,['WT1/ CEA/ MAGE-1/ HER-2 pulsed DCs']
ravoxertinib,Ravoxertinib,"['GDC0994', 'R6AXV96CRH', 'GDC-0994', 'RG-7842', 'UNII-R6AXV96CRH', 'Ravoxertinib']"
oncr-177,ONCR-177,['ONCR-177']
mart-1-slash-gp100-slash-tyrosinase-slash-mage-a2-slas--etcb1lyc,MART-1/gp100/tyrosinase/MAGE-A2/MAGE-A3 peptide cocktail-pulsed DC-based vaccine,['MART-1/gp100/tyrosinase/MAGE-A2/MAGE-A3 peptide cocktail-pulsed DC-based vaccine']
car-t-colon-_anti-psma-comma-_ii_generation_-lpar-cd3z--etclwmnp,"CAR-T: Anti-PSMA, II generation (CD3zeta_CD28)","['CAR-T: Anti-PSMA, II generation (CD3zeta_CD28)']"
bortezomib,Bortezomib,"['Alvocade', 'LDP 341', 'VELCADE', 'MLN341', 'PS-341', 'Bortezomib']"
ic9-dot-gd2-dot-car-dot-il-15_t-cells,iC9.GD2.CAR.IL-15 T-cells,"['autologous iC9-GD2CAR-CD28-CD3zeta-IL-15-expressing T cells', 'iC9.GD2.CAR.IL-15 T-cells']"
tetradecanoylphorbol_acetate,Tetradecanoylphorbol acetate,"['12-O-tetradecanoylphorbol-13-acetate', 'Phorbol Myristate Acetate', 'TPA', 'PMA', 'Lonomycin', 'Tetradecanoylphorbol acetate']"
five_therapeutic_epitope_peptides_for_colorectal_cancer,Five Therapeutic Epitope Peptides for Colorectal Cancer,['Five Therapeutic Epitope Peptides for Colorectal Cancer']
dynamax,Dynamax,"['CpG-C', 'Dynamax']"
yy-20394,YY-20394,"['YY20394', 'YY 20394', 'YY-20394']"
edatrexate,Edatrexate,"['CGP-30694', '10-EDAM', 'CGP 30694', 'Edatrexate']"
dpx-0907_vaccine,DPX-0907 vaccine,['DPX-0907 vaccine']
flumatinib,Flumatinib,"['HH-GV-678', 'HH-GV678', 'Flumatinib']"
bendamustine,Bendamustine,"['Treanda', 'Levact', 'Bendamustine Hydrochloride', 'Bendeka', 'SyB L-0501', 'SyB C-0501', 'CEP-18083', 'Ribomustin', 'cytostasan hydrochloride', 'SDX-105', 'Bendamustine']"
namodenoson,Namodenoson,"['CF102', 'CF 102', 'Namodenoson']"
tbio-6517,TBIO-6517,"['TAK-605', 'TBIO-6517']"
hla-a-star-0201-restricted_trp2-gp100-epha2-her2_multi--etcrhgja,HLA-A*0201-restricted TRP2-gp100-EphA2-HER2 multipeptide vaccine,['HLA-A*0201-restricted TRP2-gp100-EphA2-HER2 multipeptide vaccine']
dabrafenib,Dabrafenib,"['Tafinlar', 'Dabrafenib']"
famitinib,Famitinib,['Famitinib']
melan-a-slash-mart-1-specific_cytotoxic_t-lymphocytes,Melan-A/Mart-1-specific cytotoxic T-lymphocytes,"['Melan-A-specific T-cell clones', 'Melan-A/Mart-1-specific cytotoxic T-lymphocytes']"
mk2206,MK2206,"['MK-2206', 'MK2206']"
lofexidine,Lofexidine,['Lofexidine']
cantuzumab_mertansine,Cantuzumab mertansine,"['huC242-DM1', 'SB408075', 'Cantuzumab mertansine']"
rc98,RC98,['RC98']
ganetespib,Ganetespib,"['D10126', 'SARC 023', 'STA9090', 'STA-9090', 'Hsp90 inhibitor STA-9090', 'C533237', 'Ganetespib']"
cp466722,CP466722,['CP466722']
osalmid,Osalmid,"['Oxaphenamide', 'Osalmid']"
amg_337,AMG 337,"['AMG337', 'AMG 337']"
m6620,Berzosertib,"['M 6620', 'VX-970', 'M6620', 'Berzosertib']"
ngr-htnf,NGR-hTNF,"['ARENEGYR', 'Zafiride', 'tengonermin', 'CNGRC peptide-TNF alpha conjugate', 'NGR-TNFa', 'NGR‐hTNF', 'NGR-TNF', 'NGR-hTNF']"
cn1,CN1,['CN1']
tomuzotuximab,Tomuzotuximab,"['CetuGEX', 'Tomuzotuximab']"
eos884448,EOS884448,['EOS884448']
u3-1565,U3-1565,"['Anti-HB-EGF antibody U3 1565', 'U3-1565']"
imgn289,Laprituximab emtansine,"['IMGN289', 'J2898A', 'J2898A-SMCC-DM1', 'anti-EGFR-SMCC-DM1', 'IMGN 289', 'anti-EGFR TAP antibody-drug conjugate IMGN289', 'J-2898-A', 'IMGN-289', 'Laprituximab emtansine']"
cgtg-602,CGTG-602,"['Ad5/3-E2F-delta24-GMCSF', 'CGTG-602']"
paclitaxel,Paclitaxel,"['Taxol', 'Onxol', 'Nov-Onxol', 'Paclitaxel']"
bp-c2,BP-C2,['BP-C2']
ly3200882,LY3200882,['LY3200882']
snk01,SNK01,['SNK01']
eht_1864,EHT 1864,['EHT 1864']
inbrx-105,INBRX-105,"['INBRX105', 'INBRX 105', 'INBRX-105']"
peptide_vaccine_from_egfrviii-comma-_il13ralpha-comma---etcnjfcr,"Peptide Vaccine from EGFRvIII, IL13Ralpha, EphA2, Her2/neu , YKL-40 epitopes","['Vaccine of long synthetic peptides encoding T cell epitopes in tumor associated antigens', 'Peptide Vaccine from EGFRvIII, IL13Ralpha, EphA2, Her2/neu , YKL-40 epitopes']"
ptx-9908,PTX-9908,"['PTX9908', 'PTX 9908', 'PTX-9908']"
nvp-tae684,NVP-TAE684,"['TAE684', 'NVP-TAE684']"
glucarpidase,Glucarpidase,"['Voraxaze', 'Glucarpidase']"
mgd007,MGD007,['MGD007']
varlilumab,Varlilumab,"['CDX-1127', 'Varlilumab']"
savolitinib,Savolitinib,"['AZD6094', 'HMPL-504', 'Volitinib', 'Savolitinib']"
lomeguatrib,Lomeguatrib,"['PaTrin-2', 'PaTrin 2', 'Lomeguatrib']"
mrx0518,MRx0518,"['MRx 0518', 'MRx-0518', 'MRx0518']"
lp-108,LP-108,['LP-108']
combig-dc_vaccine,Combig-DC vaccine,"['Intuvax', 'Ilixadencel', 'allogeneic dendritic cell vaccine COMBIG-DC', 'Combig-DC vaccine']"
mage-3_impkaglli_peptide,MAGE-3 IMPKAGLLI peptide,['MAGE-3 IMPKAGLLI peptide']
pmd-026,PMD-026,['PMD-026']
istiratumab,Istiratumab,"['MM-141', 'Istiratumab']"
gastrin_immunotoxin,Gastrin immunotoxin,"['G17DT', 'anti-gastrin 17', 'PAS', 'Gastrimmune', 'G17-DT', 'neutralizing G17 hormone', 'anti-gastrin therapeutic vaccine', 'Insegia', 'neutralize hormone G17', 'G17DT immunogen', 'Gastrin immunotoxin']"
dendritic_cells_pulsed_with_muc-1-slash-wt-1_peptides,Dendritic cells pulsed with MUC-1/WT-1 peptides,['Dendritic cells pulsed with MUC-1/WT-1 peptides']
cabozantinib,Cabozantinib,"['Cometriq', 'XL184', 'Cabometyx', 'Cabozantinib-S-Malate', 'XL-184', 'Cabozantinib']"
folate-fitc,Folate-FITC,"['Folate fluorescein isothiocyanate conjugate', 'OTL-0038', 'Folate-FITC conjugate', 'EC17', 'OTL-38', 'EC-17', 'Folate-FITC']"
pd-l1-slash-ido_peptide_vaccine,PD-L1/IDO peptide vaccine,"['Indoleamine 2,3-dioxygenase (IDO)-derived HLA-A2-restricted epitope', 'PD-L1/IDO peptide vaccine']"
globo-h-gm2-lewis-y-muc1-32-lpar-aa-rpar--stn-lpar-c-r--etcoiiym,Polyvalent Antigen-KLH Conjugate Vaccine,"['NSC-748933', 'Globo-H-GM2-Lewis-y-MUC1-32(aa)-sTn(c)-TF(c)-Tn(c)-KLH conjugate vaccine', 'Polyvalent Antigen-KLH Conjugate Vaccine']"
anti-hcd70_car_pbl,Anti-hCD70 CAR PBL,"['Peripheral blood lymphocytes transduced With a CD70-binding chimeric antigen receptor', 'Anti-hCD70 CAR PBL']"
lasofoxifene,Lasofoxifene,"['Fablyn', 'Lasofoxifene']"
bms-986301,BMS-986301,"['BMS986301', 'BMS 986301', 'BMS-986301']"
fisogatinib,Fisogatinib,"['FGFR4 inhibitor BLU-554', 'CS3008', 'BLU-554', 'Fisogatinib']"
ly3499446,LY3499446,['LY3499446']
225ac-psma-617,225Ac-PSMA-617,"['225Ac-prostate-specific membrane antigen (PSMA)-617', '225Ac-PSMA-617']"
bt5528,BT5528,['BT5528']
veltuzumab,Veltuzumab,['Veltuzumab']
syha1801,SYHA1801,['SYHA1801']
ravulizumab,Ravulizumab,"['ALXN1210', 'Ultomiris', 'Ravulizumab']"
lintuzumab,Lintuzumab,"['HuG1-M195', 'SGN-33', 'Lintuzumab']"
dendritic_cells_pulsed_with_dna_-lpar-rcc26-slash-il-7--etcovanv,Dendritic cells pulsed with DNA (RCC26/IL-7/CD80),"['RCC26/IL-7/CD80', 'RCC26/IL-7/CD80 vaccine cells', 'Allogeneic gene-modified tumor cells RCC-26/IL-7/CD80', 'Dendritic cells pulsed with DNA (RCC26/IL-7/CD80)']"
ucn-01,UCN-01,"['7-hydroxystaurosporine', 'Chk1 Inhibitor UCN-01', 'UCN-01']"
iladatuzumab_vedotin,Iladatuzumab vedotin,"['DCDS0780A', 'DCDS 0780A', 'RO7032005', 'Iladatuzumab vedotin']"
tyrosinase_aflpwhrlf,Tyrosinase AFLPWHRLF peptide,"['Tyrosinase 206-214 AFLPWHRLF', 'Tyrosinase AFLPWHRLF peptide']"
sor-c13,SOR-C13,['SOR-C13']
diethylstilbestrol,Diethylstilbestrol,"['DES', 'Stilbestrol', 'Stilboestrol', 'Diethylstilbestrol diphosphate', 'Diethylstilbestrol']"
rxdx-105,RXDX-105,['RXDX-105']
asp-1929,ASP-1929,"['ASP1929', 'ASP-1929']"
erdafitinib,Erdafitinib,"['JNJ-42756493', 'Balversa', 'Erdafitinib']"
roflumilast,Roflumilast,['Roflumilast']
rgx104,RGX104,"['RGX 104', 'RGX-104', 'RGX104']"
autologous_ny-eso-1-melanoma-specific_cd8-plus-_t_cells,autologous NY-ESO-1-melanoma-specific CD8+ T cells,['autologous NY-ESO-1-melanoma-specific CD8+ T cells']
autologous_anti-psca-car-4-1bb-slash-tcrzeta-cd19t-lymphocytes,Autologous Anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-lymphocytes,"['PSCA(dCH2)BBzeta-CAR T cells', 'autologous anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-expressing T cells', 'autologous anti-PSCA(dCH2)BBz-CAR T cells', 'Autologous Anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-lymphocytes']"
car-t-colon-_anti-psma-comma-_i_generation_-lpar-cd3zeta-rpar-,"CAR-T: Anti-PSMA, I generation (CD3zeta)","['CAR-T: Anti-PSMA, I generation (CD3zeta)']"
rilotumumab,Rilotumumab,"['AMG102', 'D09659', 'AMG-102', 'Anti-HGF monoclonal antibody AMG 102', 'Anti-HGF antibody rilotumumab', 'AMG 102', 'C524459', 'Rilotumumab']"
as1402,AS1402,"['humanized human milk fat globule-1 monoclonal antibody', 'Therex', 'MOAB HuHMFG1', 'R1550', 'HuHMFG1', 'AS1402']"
hydroxycarbamide,Hydroxycarbamide,"['Hydroxyurea', 'Droxia', 'Hydrea', 'Hydroxycarbamide']"
ripretinib,Ripretinib,"['DCC-2618', 'DCC 2618', 'QINLOCK', 'DCC2618', 'Ripretinib']"
ag-636,AG-636,"['AG636', 'AG 636', 'AG-636']"
quercetin,Quercetin,['Quercetin']
jnk_inhibitor_viii,JNK Inhibitor VIII,['JNK Inhibitor VIII']
2141-v11,2141-V11,['2141-V11']
ltt462,LTT462,"['LTT 462', 'LTT-462', 'LTT462']"
gsk3359609,GSK3359609,['GSK3359609']
mk-8628,MK-8628,"['MK8628', 'OTX015', 'OTX-015', 'OTX 015', 'MK 8628', 'MK-8628']"
taselisib,Taselisib,"['GDC-0032', 'Taselisib']"
decitabine-cedazuridine,Decitabine-cedazuridine,"['ASTX 727', 'ASTX-727', 'INQOVI', 'CDA inhibitor E7727/decitabine combination agent ASTX727', 'ASTX727', 'cedazuridine+decitabine', 'Decitabine-cedazuridine']"
v934-slash-v935,V934/V935,"['hTERT vaccine V934/V935', 'V934/V935']"
tropisetron,Tropisetron,"['ICS 205-930', 'Navoban', 'Tropisetron']"
load703,LOAd703,['LOAd703']
allogeneic_lung_adenocarcinoma_cells-based_vaccine,Allogeneic lung adenocarcinoma cells-based vaccine,"['Irradiated allogeneic lung adenocarcinoma cells-based vaccine', 'Allogeneic lung adenocarcinoma cells-based vaccine']"
picibanil,Picibanil,"['Sapylin', 'OK-432', 'OK432', 'Picibanil']"
pegcrisantaspase,Pegcrisantaspase,['Pegcrisantaspase']
aldesleukin,Aldesleukin,"['recombinant human interleukin-2', 'r-serHuIL-2', 'Interleukin-2', 'Interleukin 2', 'recombinant human IL-2', 'IL-2', 'Proleukin', 'IL2', 'Aldesleukin']"
nanoliposomal_irinotecan,Nanoliposomal Irinotecan,"['IHL-305', 'MM-398', 'PEP02', 'ONIVYDE', 'Nal-IRI', 'Nanoliposomal Irinotecan']"
_dendritic_cells_pulsed_with_htert-slash-_cap1-6d-slas--etcmq98n,Dendritic cells pulsed with hTERT/ Cap1-6D/ survivin,['Dendritic cells pulsed with hTERT/ Cap1-6D/ survivin']
tc-110,TC-110,"['TC-110 T Cells', 'TC-110']"
gdc-0084,Paxalisib,"['GDC-0084', 'GDC0084', 'RG7666', 'GDC 0084', 'Paxalisib']"
gevokizumab,Gevokizumab,['Gevokizumab']
spanlecortemlocel,Spanlecortemlocel,"['HSC 835', 'allogeneic UCB-derived HSPCs MGTA 456', 'allogeneic umbilical cord blood-derived hematopoietic stem and progenitor cells MGTA-456', 'MGTA-456', 'MGTA456', 'expanded umbilical cord blood product HSC835', 'HSC835', 'Spanlecortemlocel']"
vicoryx-2,VICORYX-2,"['P16_37-63 peptide', 'VICORYX-2']"
eo1001,EO1001,['EO1001']
ery974,ERY974,['ERY974']
lirilumab,Lirilumab,"['IPH 2101', 'BMS-986015', '1-7F9', 'IPH2101', 'IPH2102', 'IPH 2102', 'Lirilumab']"
enzastaurin,Enzastaurin,"['LY 317615', 'Enzastaurin hydrochloride', 'LY-317615', 'LY317615.HCl', 'LY317615', 'DB 102', 'LY317615 HCl', 'C504878', 'D04014', 'Enzastaurin']"
allopurinol,Allopurinol,"['Zurinol', 'Lopurin', 'Zyloprim', 'Allopurinol']"
tralokinumab,Tralokinumab,"['CAT-354', 'Tralokinumab']"
ck0801,CK0801,['CK0801']
interferon_alfacon-1,Interferon alfacon-1,"['Consensus interferon', 'Infergen', 'Advaferon', 'Interferon alfacon-1']"
ggti-2418,GGTI-2418,"['GGTI 2418', 'PTX-100', 'GGTI2418', 'GGTI-2418']"
shr1459,SHR1459,"['EBI 1459', 'SHR 1459', 'TG-1701', 'EBI-1459', 'SHR-1459', 'TG 1701', 'EBI1459', 'TG1701', 'SHR1459']"
satraplatin,Satraplatin,['Satraplatin']
kin001-135,KIN001-135,['KIN001-135']
topotecan,Topotecan,"['Topotecan Hydrochloride', 'Hycamtin', 'Topotecan']"
gsk269962a,GSK269962A,"['KIN001-155', 'GSK269962A']"
tucatinib,Tucatinib,"['ARRY-380', 'ONT-380', 'irbinitinib', 'Tucatinib']"
cay10603,CAY10603,['CAY10603']
iniparib,Iniparib,"['SAR240550', 'BSI-201', 'Iniparib']"
trimetazidine,Trimetazidine,"['Vastarel MR', 'Trimetazidine']"
cilengitide,Cilengitide,"['C422910', 'Cilcane', 'EMD 121974', 'EMD-85189', 'EMD-121974', 'EMD121974', 'D03497', 'Cilengitide']"
golimumab,Golimumab,['Golimumab']
zibotentan,Zibotentan,"['ZD4054', 'Zibotentan']"
muc1-dc-ctl,MUC1-DC-CTL,['MUC1-DC-CTL']
tavolixizumab,Tavolixizumab,"['MEDI-0562', 'MEDI0562', 'MEDI 0562', 'Tavolixizumab']"
cc-115,CC-115,['CC-115']
fruquintinib,Fruquintinib,"['HMPL-013', 'Fruquintinib']"
ku-55933,KU-55933,['KU-55933']
conatumumab,Conatumumab,"['Anti-TRAIL receptor 2 monoclonal antibody AMG 655', 'AMG655', 'AMG 655', 'AMG-655', 'D09329', 'C554537', 'Conatumumab']"
bpx-201,BPX-201,"['adenovector-transduced AP1903-inducible MyD88/CD40-expressing autologous PSMA-specific prostate cancer vaccine BPX-201', 'BPX-201']"
